nameWithOwner,failed_id,failed_time,success_id,success_time,time_diffjquery/jquery,1246204751,2021-09-17 16:18:48,1246218175,2021-09-17 16:23:44,0h04m
jquery/jquery,3023280692,2022-09-09 14:48:26,3026698253,2022-09-10 04:33:32,13h45m
jquery/jquery,3027754453,2022-09-10 11:10:41,3027754451,2022-09-10 11:10:41,0h00m
jquery/jquery,3028949927,2022-09-10 18:16:38,3037791869,2022-09-12 13:45:51,43h29m
jquery/jquery,3037791860,2022-09-12 13:45:51,3037811030,2022-09-12 13:48:31,0h02m
jquery/jquery,3037815615,2022-09-12 13:49:10,3039660813,2022-09-12 18:29:19,4h40m
jquery/jquery,3040367919,2022-09-12 20:29:47,3047645765,2022-09-13 18:58:15,22h28m
jquery/jquery,3047645764,2022-09-13 18:58:15,3050283586,2022-09-14 05:06:30,10h08m
jquery/jquery,3050283585,2022-09-14 05:06:30,3054008227,2022-09-14 15:21:19,10h14m
jquery/jquery,3054008219,2022-09-14 15:21:19,3072090668,2022-09-17 04:28:35,61h07m
jquery/jquery,3085772043,2022-09-19 21:32:52,3085772046,2022-09-19 21:32:53,0h00m
jquery/jquery,3085777230,2022-09-19 21:33:53,3090165579,2022-09-20 12:36:35,15h02m
jquery/jquery,3097955094,2022-09-21 12:52:25,3098249734,2022-09-21 13:36:00,0h43m
jquery/jquery,3098429829,2022-09-21 14:01:35,3099052701,2022-09-21 15:24:12,1h22m
jquery/jquery,3162415318,2022-10-01 00:07:30,3162415316,2022-10-01 00:07:30,0h00m
jquery/jquery,3205757499,2022-10-07 15:08:48,3205856818,2022-10-07 15:24:45,0h15m
jquery/jquery,3227718919,2022-10-11 14:30:50,3227718906,2022-10-11 14:30:50,0h00m
jquery/jquery,3266798025,2022-10-17 16:15:25,3267040796,2022-10-17 16:54:37,0h39m
jquery/jquery,3360469747,2022-10-31 10:25:14,3360469728,2022-10-31 10:25:14,0h00m
jquery/jquery,3365785258,2022-11-01 00:25:44,3372427598,2022-11-01 19:54:25,19h28m
jquery/jquery,3471480267,2022-11-15 14:48:00,3483803723,2022-11-16 22:58:46,32h10m
jquery/jquery,3488261463,2022-11-17 12:28:59,3488261462,2022-11-17 12:28:59,0h00m
jquery/jquery,3488668916,2022-11-17 13:25:59,3489271529,2022-11-17 14:43:10,1h17m
jquery/jquery,3518541424,2022-11-21 22:14:50,3518593845,2022-11-21 22:23:44,0h08m
jquery/jquery,3544185280,2022-11-24 23:25:52,3544188555,2022-11-24 23:26:49,0h00m
jquery/jquery,3544188554,2022-11-24 23:26:49,3544189831,2022-11-24 23:27:13,0h00m
jquery/jquery,3544189835,2022-11-24 23:27:14,3544284571,2022-11-24 23:55:00,0h27m
jquery/jquery,3686570825,2022-12-13 14:56:58,3686585236,2022-12-13 14:58:59,0h02m
jquery/jquery,3733797693,2022-12-19 17:38:04,3733799794,2022-12-19 17:38:21,0h00m
jquery/jquery,3744305733,2022-12-20 21:29:28,3744343641,2022-12-20 21:35:16,0h05m
jquery/jquery,3831887418,2023-01-03 18:09:33,3831887417,2023-01-03 18:09:33,0h00m
jquery/jquery,3831955613,2023-01-03 18:18:58,3831955612,2023-01-03 18:18:58,0h00m
jquery/jquery,3832040167,2023-01-03 18:32:00,3832069572,2023-01-03 18:36:32,0h04m
jquery/jquery,3832069559,2023-01-03 18:36:32,3832083248,2023-01-03 18:38:38,0h02m
jquery/jquery,3832083215,2023-01-03 18:38:38,3832130152,2023-01-03 18:46:28,0h07m
jquery/jquery,3833308197,2023-01-03 22:02:51,3839071452,2023-01-04 14:56:20,16h53m
jquery/jquery,3991562475,2023-01-23 23:40:47,3991613969,2023-01-23 23:51:35,0h10m
jquery/jquery,4209512001,2023-02-18 04:06:04,4268249998,2023-02-25 04:04:29,167h58m
jquery/jquery,4365846348,2023-03-08 15:30:02,4365877884,2023-03-08 15:33:21,0h03m
jquery/jquery,4410658968,2023-03-13 23:57:47,4410701364,2023-03-14 00:03:49,0h06m
jquery/jquery,4612778177,2023-04-04 22:09:50,4612778165,2023-04-04 22:09:50,0h00m
jquery/jquery,4612778629,2023-04-04 22:09:54,4612798403,2023-04-04 22:12:43,0h02m
